subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist
JvTra6b-sTRKwQQZ6DHxXMuRtvz2X0fkXKyrXyrcrk,24.74004364,50.97289276,30.68130302,35.23457718,95.77923584,27.32401085,174.0694122,96.92014313,81.30386353,35.66278076,65.10942078,50.87236786,82.21373749,17.28766632
McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,25.37160873,53.50772476,39.01160812,40.85094452,122.1934204,33.70765686,180.6703949,110.9549103,85.37957001,40.04086685,67.5296936,56.80635452,109.3611374,19.35104561
PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,25.83336449,51.05610275,28.88453293,36.16111755,101.8965988,26.728508,177.2207336,99.22373199,80.62630463,37.8248024,68.60801697,50.74698639,84.8932724,17.29516983
QVnfQ26qAbPK2NBge_b9gErXDn4CdOYWdc4fILEjjQ,22.11094666,42.74123764,27.42470741,35.65148163,89.47397614,23.59394836,158.3379517,94.87220001,70.54869843,31.47080231,58.75323486,51.79616547,77.15232849,15.86899185
brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,26.18406487,50.90554047,28.22601128,37.57546616,98.26996613,26.47516823,176.3844452,95.80044556,79.85946655,36.7293663,66.34008026,52.33489227,79.04681396,16.40630531
cVyBck9teEIqY0XFjfj5XuSX-RPHG8mWNFEaP5wDWE,22.31245041,43.67191315,31.95371246,37.76602554,106.5364304,27.21356201,156.6186676,103.1404343,69.9523468,34.3733902,59.04735947,56.29758072,85.88825989,17.69323158
c_G-UGrzClrDaGeYF9dAts4LHTS7ucdaBFDpn_sOE0,25.29034996,49.6096077,29.87209892,39.48287201,99.97396088,26.23747826,172.8670502,108.0689697,78.50026703,34.66333389,63.5473671,58.3850174,90.38313293,16.21071053
f435rmMBWdNpQenjlVoMqciq2qSKrVkdrcdeBhFadA,22.53120422,49.22009277,26.90044212,35.37182236,94.22655487,22.57128716,166.5394287,102.51931,77.68121338,33.05937958,59.38827133,53.33388138,82.11270905,14.18842125
fxrku1rAPX8f7w4HIrk9oRUecKAfNNFJd1xriLbB2A,22.06317329,51.94348145,29.01181602,34.99395752,97.81636047,24.35151291,168.273941,97.56271362,80.80277252,34.31394196,62.23643112,50.93609619,90.39958191,15.61396694
gMnbkDTbXza9PMNAhyVL5xBmz4VZQU_7eNooMMvalk,25.1260891,53.44363785,27.75780869,37.100914,93.8901062,25.06172752,181.0278473,98.17752838,84.9278183,33.03047562,64.01351929,53.05926895,81.50312042,16.28251457
gXu1nZDGq7CwAyObp3f3MhE0r5BBxuer9T15M92u-U,20.93101883,46.20817566,29.47761345,33.43743515,92.39200592,24.05692101,158.7543488,93.67941284,74.02307892,32.34389877,56.48509216,54.13359451,79.9569931,14.57954502
kOx6TND-xhoWgxKctLcShlDXu7NGp1nFzUNlIqDC8E,21.07976151,45.45671844,23.91275406,32.12730789,86.20568085,22.25738907,161.3318176,89.75051117,72.91248322,29.9533596,60.0389328,49.08664703,66.98853302,14.91923904
nb6YMhnr5iOO8SbyCamexRSVRxegqztWFmTJZM2X94,22.67784309,47.12709045,27.80671883,34.69304657,89.25285339,23.21061134,163.2943268,96.18466187,76.03930664,31.36247826,58.375,50.12926865,78.24508667,15.20732975
sHYg3xM3uHrzxlrZ2to6JCRvfCROFtdR8BoEarbu0Y,23.36254883,50.20503998,28.21970749,38.21259308,102.1435547,25.04906654,176.4343719,106.5265427,81.48880768,34.80927277,64.5368042,52.6139946,93.04423523,15.80114841
tPcFq0SHXzMQftt6mXFdWmSVqSsNKLg1JAC31A9KO0,22.58192062,49.14448166,26.11701584,34.13133621,94.67241669,25.70744514,166.2820129,88.92472076,75.4385376,35.87290573,63.74502182,47.2775116,80.26657867,16.65686035
wY6jmX5fMbDHGzalzW89SDwCtn9CsItOPr--Z2bKZA,23.32495689,51.56865692,30.89098549,35.0687294,99.20656586,26.81725502,173.0939178,99.7702713,78.52146912,36.56981277,67.31362152,51.37426376,93.46900177,16.45083046
ynFzSsRfz40hlq0nzQI-0iG7wNcnj_WYYSsdOyy5wI,22.33539581,47.79108047,33.45450592,33.37475967,102.0309982,28.36693001,165.9588623,98.43745422,73.84928894,36.49642181,64.38269043,52.60615921,88.61717224,16.68651772
0-XhQ-_PmaT9DVwpTEiOdhAFo0CD2e5T-32D899sQpw,24.34889412,51.80320358,30.5447979,38.39945221,105.0355835,27.07510948,184.3372192,105.4231033,81.87304688,38.14337921,70.82354736,50.47244644,98.82495117,16.8619442
04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,25.04073143,49.42327118,33.88666916,39.31956863,110.1800919,28.80808258,174.4547424,110.6600342,78.51648712,38.54051971,67.50831604,57.37968445,99.95571136,17.17920303
05QGDWJaVnG3hO2Zc44lxI6oajSeypzBye5n7HiDOyE,23.41391182,52.99417877,33.26508713,36.32673264,112.5095139,28.20075989,177.6640778,104.4775925,82.27184296,38.18268204,67.31904602,53.31638336,107.3368912,17.59044838
07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,25.25286484,49.7348175,29.82913208,35.58465195,102.6783066,27.33446693,171.5253754,98.98465729,77.57263947,36.68434525,65.53184509,50.31557846,92.9094696,17.1226368
0D-8Ft39MufsfV1e8PSPutSzSJ4BYLTcQYupqyYs52c,20.95375252,44.99239731,27.43088341,33.89942932,87.34469604,23.06184387,157.0701599,94.67545319,69.17514038,31.33038902,59.02237701,53.10393143,82.1978302,14.711586
0E3196x5V49sGp00GuePdIl0QqWVXyzssZ92z7KBt1M,25.62717819,53.03037262,32.96906662,38.18536758,105.3108368,29.60779762,181.997818,104.6657791,79.87020111,40.66492462,72.45034027,54.29849243,84.67745209,19.19589043
0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,27.22578049,54.95070267,32.50378036,41.164711,110.5917664,30.38478661,191.7214661,111.4202576,89.01629639,39.30583572,71.49018097,56.92919159,101.0632858,19.44122696
0SyJzPv40sIj4x5bnMVcWLCvMAdjzQIzdn4_rUMwJ8o,27.12073708,50.98413849,31.83763123,43.12046432,109.1256943,27.07539368,177.8068237,107.9964371,79.79304504,38.04731369,69.67972565,54.86402893,105.5559082,17.86877441
0Up4gP44WpK3WbvwdreR2zu-Y9s2ELCBmK14pX_Xy6Y,24.16373634,51.40729523,34.12886429,38.44260788,113.4799728,27.64499092,178.782959,103.9530411,81.64118195,38.97949219,67.92595673,56.3744545,96.87876129,15.07639885
0_Be70jSUDcGB5ClohaaXArKKavaPoKiI0b8OAnJFbA,26.22744751,49.67819214,26.42189217,36.2879982,100.0691147,24.23610687,168.8137512,99.21615601,77.24885559,34.72777557,62.67652893,50.35700226,89.46890259,14.80618095
0dkJQu5l-VuhdjnK9sLKG4_uoOdje8saucJ-hKNZ6JA,24.82344627,47.75637436,27.33906174,33.40538788,95.82797241,25.36899948,166.7430878,95.76907349,73.64614105,35.52895737,64.93530273,49.11583328,84.59892273,16.03099251
0l9HwamjLJaTR-xGupD3A3QEifjvAZCHHfHJaD_68Mo,24.70976067,51.35764313,29.03637505,39.59628677,98.67180634,25.27415848,178.3273468,100.0540771,79.91876984,36.67642593,67.53487396,54.44832993,89.67588043,16.30086899
0lIFi-M7wr7XOQFsg7QCmllcLUYOTl7RDKmWT2sH38A,24.85950089,48.67507172,33.38175583,39.02112198,108.4253845,28.53860855,173.6758423,102.6767273,77.02947998,37.50046158,68.52118683,55.25961685,90.94213867,17.00604057
0llUez60571dPHH-iNUKIhyU8RNcRM3u8cJx27lOkkk,22.06548119,48.28395844,27.86615181,36.3057785,95.32306671,24.34179497,169.6252136,94.22338104,76.80649567,33.05480957,62.37448883,54.52182388,72.86249542,15.54216194
0nUGCGJVMuW97nuWEcXti8w-lDDCvyrOgT7RzfE_C1I,23.03183937,48.67331314,28.26395988,36.24233627,101.4500427,24.26540756,169.7751312,106.4895096,79.05758667,32.73645401,61.7877121,56.12991333,83.80141449,15.4704628
0qRH3UAnRSlRrPNxpd94zBYVRZViXIJ98JiQOkF9TOY,24.41596985,44.67102814,34.02150345,39.71658707,99.61777496,27.05753708,161.0973511,108.1435089,70.70780945,33.48346329,61.8066864,60.24334335,89.1727829,16.63928986
0rGJdyxMb1htbhTkMtbdeGGj8aPapDY8PlclNf3Ofy0,22.12117004,50.06666183,33.13274765,37.41491699,111.112442,25.94504738,163.7317657,110.9326401,76.93948364,35.4430275,59.32429123,60.00509262,97.04959106,16.55547142
0vRZm0dhtNM4orubmIwUF3jrQIrdfgT7muMh1MTc7JU,27.26638603,56.65361023,35.02762604,40.33827591,109.8085938,30.74147034,189.3782349,107.6231766,86.54141998,39.98196411,71.55625916,56.76857758,93.29143524,19.0409584
0wqJ7taytlPRIH9JbcedVeXCM-qNjXS0lJNhCa6uAG8,27.69970512,52.02716446,38.40901184,45.14128494,122.5580902,32.83235931,182.8211823,116.6939316,80.00447845,40.26883316,73.17773438,63.71376801,114.9693375,19.38218689
0wvZ5ZeHgraG0oQGr38yR75PmIG9-hXYnUWW0uJqWtE,22.54987144,47.88732529,33.6701088,37.30579376,112.3879623,27.62906647,166.5377502,111.8904495,74.93448639,35.88084412,62.13562775,61.33961105,97.4811554,17.1543026
0x-RaRStbYT1TxaqugxFubx4wwvvxaS4S4RXnEdxy24,24.17962265,48.70407867,32.47178268,38.33621597,104.2485428,27.38243294,173.3891602,103.7791214,76.13001251,36.82064438,67.05393982,55.03826141,95.2181015,16.29705238
0xWjwj_aCohCfNcyM7YqLJOLuJlGUsbKftfSUjwaHys,22.96851158,48.59461594,27.30387878,32.80721664,94.49571228,24.62279701,167.2004395,93.83394623,75.2461319,36.27778625,63.72623444,48.70832062,85.12770844,16.35038757
0y4e4KTgGq9H2hcWW9tEQ8bvwYYmAbKm8lVWlSg2l2s,24.05955124,49.50361252,35.29069901,37.76854706,109.3686447,29.32772636,170.4271698,101.4764328,78.82326508,38.16144943,62.46938705,55.69514465,90.23186493,16.81025124
1-Z2ZgpojmGFUzkcCbcse4YJKzOIF6LNchJsfy6laU4,22.28676033,44.68696594,23.7246933,34.74261093,82.40026093,23.33898735,159.8365021,91.83966827,70.77500153,32.89825821,59.56456375,48.08206177,71.39347839,15.25199032
10YcTVisuXzRDPGPFNYphp0w4emPdwGN6E_AdsLTuPE,25.64766502,55.42367172,31.98272324,36.74077606,104.1734314,27.83198738,189.7767944,106.5025406,85.92388153,38.65784073,73.31277466,56.83971786,94.5728302,17.26670074
13pX7gY7asIuwkUe84q-h_Y4ih0x3AWA_elpNZmNBKg,20.82594299,50.94427109,25.26238823,31.3470726,87.31368256,21.57931519,168.4728241,93.66131592,78.33564758,32.63628769,60.76560593,47.09126663,67.68481445,14.78540325
141fFgYgNYIebFV2uIE7jmH7kHRAV5NMbFzQz7Her0A,26.47278023,49.58602142,35.63746643,41.12889481,116.8401184,30.61415291,176.3605347,119.5794907,77.42553711,39.92809677,70.15263367,60.51094437,112.303833,19.08553123
14jpgC_nNGPOffvAQo4KbTLvFLaJKqAloOYHFvSaP14,23.52410126,48.19753647,32.65481186,38.36014557,119.1144867,27.3020649,165.1949158,108.5858612,74.94033051,37.1888504,61.9031105,60.36492538,98.37528992,16.44611931
16g6TwQ2kASxk7A66mydC1_YTQ2uY_-eDhUVKIRiXgY,23.38972282,46.58535004,28.34267235,34.16275024,95.91622162,26.14575768,170.9291229,94.12666321,73.35638428,35.84999084,65.32471466,49.33018494,85.20823669,16.68511772
18UYtlOrWXTtl9rdyTZn15jBQQas9SHzofFmCJwC3Xw,22.28052139,46.28203583,27.91469193,35.31764221,97.53553009,24.12632942,160.4709015,103.4296265,72.22805023,35.88638306,61.30926895,57.11328506,84.64244843,16.39433479
193hZ00YkXnJkiKzfa2uKF-9sbT7ixqG4KWzAPVvtXU,23.98917007,50.57263947,27.14782715,35.62146759,92.68321228,24.98356438,172.1481171,96.11089325,79.15344238,35.51525116,63.06185532,52.21268845,78.90081787,16.246912
1BrP3UbGJXblnMCCmaNTIbGGRJ6SqexqQoEqqFU6z_M,27.24779892,51.3898735,34.77658081,42.41831207,118.8440933,30.50282288,179.1297455,110.2225113,80.22701263,38.64426804,68.26292419,55.17718124,110.4281158,19.21106148
1D-rS4ceivG5o5yI7oRT4XD61IjRxaI_SeFBoqHYems,23.08041382,49.12768173,28.41445923,38.56144333,93.39962006,24.29977036,169.5422974,100.67453,77.63950348,34.20773315,62.63411713,54.66332245,78.13336945,16.74079514
1EDRp_apkqyIjHTghIXLzqX30_MDFtPqhAYeUyF2tL4,24.03647423,45.28213501,30.14162254,40.46995926,95.4048233,26.02240372,161.6335754,103.7116852,70.59870911,33.37874222,61.86981201,55.19604874,86.04528046,16.08148384
1F0kEDeQXT7IOic6etMSOANMhH7SvKE1o-THF11ugdw,22.80639458,47.06086731,26.65333939,39.45912933,94.0296402,23.88243484,160.2185211,97.2057724,73.15338135,33.05991364,58.79283524,51.90180588,81.38391876,14.94402599
1FlMko83MyFjTP3omeOx1W4681uhSXnoRR3033NvgIQ,24.05124283,50.78951645,30.90660477,38.7972374,99.97151184,27.13455772,169.6356964,103.5604935,76.04256439,36.90163422,66.07701111,55.00624847,92.45298767,17.38405228
1KHGLs9WZ5DC5OlRtIIaOS8al8ZWyNHaceOQAoQOY30,22.33483696,45.05311584,28.7361412,30.26473427,94.42191315,25.89140129,159.9172363,95.72690582,69.65219879,35.02826691,62.82082367,52.24725723,78.93727112,15.76765728
1KrwWNhtm7WrMFYURvkl4aTk_3kOdqtVURRKQoYX8XQ,22.59944344,48.45741653,28.09447479,36.50622177,92.93629456,24.20517731,162.8070221,97.92972565,75.99377441,34.40985489,59.21636581,50.17811966,85.15086365,14.80845356
1O_1SXmeJeAIGAwsimF0FPABBDNeyt-g8sEjnzuFFm8,26.20265579,53.11483383,32.57013702,42.60979462,115.7374725,28.0542984,184.5908051,112.2945099,82.72940826,37.85492325,72.39312744,53.11470413,110.314682,17.95024681
1R3W5ez3wY5D5sZtyTt4I65vfyeqoonQf8cItdkUyqw,22.40511513,49.42001343,25.99736023,34.20795822,85.48236847,23.97638321,166.3606567,90.94426727,76.0076828,34.65470886,61.4915123,45.39373016,73.43668365,15.29321289
1TYQwmLcrqpxUdvWkRYWQi3SsbCB9gNLSkZPuGCLzRA,27.46017456,52.97970963,36.13219452,47.16732407,120.8677292,31.66138458,184.726593,119.093811,83.87133789,40.34215164,72.0202713,62.36364365,120.7682648,19.180439
1URL293v7fRtwuqARugrJik3jCDPz73GZIcPzdhd56A,24.33282471,46.90985107,28.08192062,39.07647324,97.87828064,25.03264236,161.3913727,105.9038696,72.00284576,33.44849777,62.25896454,57.02068329,88.8576355,15.97150517
1WpL1xrpK6-DNwrAp8FakKOzGZLAZmeYw17ZmyaPF8w,23.69778442,50.63304138,29.95589066,39.38331223,107.368248,25.92560387,176.1304779,106.1627274,78.77594757,38.34498596,66.68832397,52.06618881,100.6503067,15.63416958
1WwQ2-G5PJORq2Kz-d4p3pBAoPf8qHuIw2GtsE25bEQ,26.06280327,53.63874435,27.61870956,36.30565643,93.49794006,27.73451996,178.2229462,89.90689087,86.65924835,35.98493195,64.80560303,51.21700287,71.646492,17.24164391
1dEksCPtmvHdXrxX4eFMK4g6U1mVMc1Jln7Xmw4Mhl4,24.87523651,48.22393417,30.02785683,37.20077896,107.8989563,27.87720871,172.5915833,102.6860657,77.22728729,37.61933136,66.90209961,53.61049271,91.61110687,17.51671982
1eyiZ_Rvz8UaYjXqcnoxSDSIOJNFEtE3wALP1pOVFWo,23.73796082,50.49484253,27.32631874,37.77935028,88.88947296,24.12229919,171.799057,98.19741821,79.81324005,32.42753601,61.87739563,52.50125504,78.02482605,15.42690754
1h1YOTgYdWkDBeOowQ-UOSkvmV6JjhMOMvP8xNGMg9k,23.80836105,49.97663879,33.73557281,38.65420532,103.0387497,28.59172821,174.7622681,103.567955,75.91814423,37.40384674,68.81855774,55.68854523,89.61148071,16.83973885
1hW_MCqKCiuyI_RdcwYn7k0pFVsCyG5epVA4Lv-4jGU,22.58608627,46.09448624,27.43792915,37.16923523,89.19153595,23.31637764,162.3371124,96.81276703,75.99025726,31.26175499,57.73405457,52.78351593,80.69123077,15.43563938
1iNLc9Y7A66Ulg98SZyMiKgeyOdmugfXlmXEYSMa7iI,23.37647629,48.27974701,28.51208496,38.86828995,93.47380829,24.31253052,170.3606873,107.2923126,79.12648773,33.26886368,61.88245392,56.84712982,84.08770752,14.93362427
1jLl8NjQyHVM95IHGnTZBxoQ4OX-3fbF06vMmE6Ynr8,23.90520859,51.76201248,26.96968651,36.46891022,94.75981903,24.95215797,177.9350891,95.64967346,81.25793457,37.98137665,69.37242126,48.73292542,85.09166718,15.74660301
1nSApcOD6a09iy7U6DOEzyGvDHe9c6-z2lrg56PkEww,25.07793427,49.53958893,28.83312607,34.41453934,96.72265625,25.29379082,172.596405,94.35323334,77.631073,36.30324936,65.4377594,50.41643524,81.01721954,16.96176529
1obtJV-1XLXVJLmVLYfge5Q3Tj6KBWRz5lCerwj7hqQ,28.64886665,55.44279861,43.57382584,46.84347534,149.6253815,33.79820251,188.6299896,149.6873169,84.9543457,42.87755203,76.61418915,77.5657959,148.1142578,19.57403755
1r-5y6wiubbNTNDOhH0ypmCfrIdg_mJnMzR69G2i6no,22.07048225,51.62034607,24.21930885,31.68699646,85.02081299,22.97250557,169.2164307,90.5532608,80.34208679,33.64385605,59.0270195,43.96139908,75.5187912,15.77379704
1vpJCFKSupem5PPO9F-bvDjy5iKLyHyuryg5RDYyus0,23.38196564,48.63140106,29.320961,34.15271378,104.4401321,26.7745266,171.5351868,101.3090363,76.78570557,36.510952,65.63806915,51.06829071,95.42615509,16.3376503
1w7nIkCw-64YGiwLF-t2TG5W0gw4m_--U4AGmk8epi0,26.35195351,49.98246002,31.85521889,39.75548172,106.4669876,28.06282425,180.6897583,102.8721313,77.23497772,37.56978607,70.4169693,56.06754684,93.48493958,18.46692085
1wP6j4QiFLHGuLAm_s4df3xbuRn7c6TAX_N415huzDg,23.93388557,50.7712326,28.30501366,38.64670944,102.962204,25.55803299,175.8854828,104.4380798,81.93487549,35.13468933,64.61997223,54.56203079,95.11574554,16.41798782
1wnLRnKeD8J_SZqoNj8SaPzM4QHxSYwdhIuPtXyMFfw,24.91260147,51.21212006,34.26433182,38.70020676,107.322876,29.12591553,177.4309082,105.8624802,79.09824371,38.83955383,68.93282318,57.79862976,93.08509827,16.95289612
1xb1HyZlruyHo-LV5i4yYBt8JImpxS8qkXIsG6Pabqk,26.63434219,48.38962173,32.43005753,38.69637299,99.82012177,27.947258,169.9475403,98.57194519,75.80091095,37.01273346,66.1672821,54.98177338,86.49824524,17.50247955
1zV_8OcOolQ2Lfl_SQut9J1viE38kW9FW8Qz7ztlxIs,25.47386551,50.48626709,38.89904022,40.70102692,136.6170044,30.42164803,176.6046448,115.7269058,78.41819763,41.72389221,70.05892944,58.53284454,126.6952515,18.20638275
21AnYyb6w6M1hNj42r0F4nk03t7St_L-JH76UZna6KU,27.5463295,52.87029266,36.20309448,41.88444519,107.4844971,31.45822144,186.1039734,110.3258286,83.43458557,38.80073166,73.81745148,59.85936737,94.96342468,19.65202713
22ECz4XgvzzUy8vVo-peN9oEhJiOqZo3QwBBuIpNyqU,22.28987503,48.27207184,30.70331573,36.63473129,102.2888565,26.08118248,163.5858459,100.2804413,74.8273468,33.06485367,60.20537949,57.34062195,86.05390167,16.44046021
234g5fOQ1rGjBgBcFi4YI0yuZ5fjLfHmqsYCWs31amk,25.57148743,51.92267227,28.7656517,37.10228348,94.10941315,25.84296417,178.4037781,95.71073914,79.5970993,36.66702652,68.09100342,49.71983337,77.23513794,16.73000145
25wYmWQMyMINDvTLdFBqo7DqImxYNxxYGoTBhGM2sIQ,24.72326088,48.98234558,31.48506737,35.18566132,99.37062836,26.13059044,173.3010864,99.94602966,76.74633026,35.7286644,68.33090973,53.73415756,87.77257538,16.34784508
27fgXorDJPfXnx9zZsB9ZKNwkIY9dUPGaGFaLKX4nKc,20.92096329,43.56281281,25.00671387,31.4860096,83.31199646,21.86609459,153.4052887,90.30299377,69.79593658,29.27763367,55.86012268,45.40093994,67.42786407,14.87142467
28hTTQZ5xI2GpnhcNeyFFZF_TIz3-SGY1AqywAgwBpo,24.32117462,51.04681396,28.1928997,35.60920715,105.1169052,25.48017693,172.3900452,98.50393677,79.92750549,36.27229309,63.7666893,51.59449005,96.04086304,16.69356155
29NvYTuuEKc1Xrym-L_6TZM91S72J5H3G45mDsFXTnc,26.61162758,50.84433746,35.6059761,42.38685226,113.6884613,29.20237923,180.4743195,118.3687744,80.40979004,38.18786621,72.6309967,63.23392105,108.1712723,17.32855606
2A-OwfseLIFUUX6GNQFD8YuEVTs-luhhW0d6P352JyE,23.68829155,47.52383804,27.95919037,34.97470093,103.5038834,25.2909584,164.9544678,98.53953552,73.99703979,36.32252121,63.38933563,50.94469833,91.28749847,16.63926125
2A02K7VTiazsZPJow1JvfW1rcmsCwRcc6udVInDdVfo,24.92074966,50.87155533,26.81810951,39.30430984,96.19219208,24.59461975,175.4066925,102.6127548,79.49666595,34.8982048,64.9070816,52.92129898,88.24603271,15.70671844
2Iurpmm5BrNx2U8gNfAS6ekexmbJdLh34ZvqfoQ1iKk,25.87725639,50.91641998,34.99225998,41.70287323,109.4937363,29.89032936,177.0749664,108.3309631,79.25426483,37.69796371,69.66337585,55.86604691,97.24747467,16.69541931
2JkNVU9UJRCazg-N1KxN9shw34GLR3C8IYhIut92eiw,23.34686279,49.61026764,35.57974625,39.67946625,106.1432571,30.30441856,172.3972015,106.7133789,77.01444244,37.38967133,66.90763855,56.4978447,101.6266632,18.29545975
2MFLnQLsH4_g6M6jy-uwBj_Al558-7axwV6hulPAESc,23.70897293,51.29008102,31.42506218,36.95734406,100.3293228,26.82969666,175.1630554,97.6206665,79.26004028,37.42569351,65.86341858,52.72734833,84.38748169,17.14713669
2NWEZ9_atmcpO1hW35vimzq3zGQrfywdEdGvLkStrGo,21.37560654,47.06450653,25.19011116,34.234272,81.83576202,22.68685913,169.3643036,94.28793335,77.60766602,31.65968704,60.09965134,48.84772491,75.59247589,14.3306036
2Q1z0YAxR5KlamR3g5E3v9P6MYZkNHS5Jc3oReJhaAA,22.90557861,45.74873734,26.53684425,36.71290588,91.56161499,23.91980553,161.7175751,100.9544373,74.82514191,32.54400635,58.84856796,50.74721909,78.16004944,15.36904335
2SnpHngkOa7k7NIjwjyLFVIhGfi5f_4ibvBflvWlHTU,24.65892601,53.0980072,24.95937347,33.57399368,90.95502472,23.1705246,183.3563995,91.37252045,84.79872131,35.37546539,68.65763855,47.63757706,75.24459839,15.86312103
2WBFpYzazeIV17Q2meXi_kc_aJZf-ie6rkhKrU6ig18,24.10685158,50.55830002,32.3913269,34.78455734,111.3026886,28.24999809,174.8103943,108.1917496,80.44093323,37.97339249,66.9329071,58.11866379,101.6254349,16.81453323
2WFZf0LKl0M1kOXccb_Yj4jpwvNPuOzVKrIwHVC795M,25.90054512,51.82164764,30.65869141,37.00981903,105.9274673,25.57686043,176.0016022,100.8925018,77.92959595,38.3421936,69.68037415,51.36037064,96.55869293,15.72805309
2XxoxDTOvtuoTIbSfRRHmzG621PArvFXEGQw7eLhTKA,24.44216728,46.9233017,32.91048431,39.98864365,103.6808319,28.49013901,159.2215118,104.6613007,75.14318848,33.12401962,58.69729996,58.21172333,92.50763702,18.95884132
2eAFDpd5_d9dDkD8Wufm0nmGIXv5zqtQIWLWQ5P4M6c,24.23377609,48.15271759,28.54453659,38.95841217,96.27783966,25.29406738,166.278244,100.7464142,75.81748962,32.52134705,61.89051819,53.54510498,85.10908508,15.88343906
2iddLMv6IBuiVCaT2BJzjPJXfB5xu78N0UxRxIf2o_U,22.55992317,50.42573547,24.32812119,37.94060898,85.47596741,22.46466255,174.4846191,97.87243652,82.68121338,32.12619019,62.26882172,51.33407211,76.15034485,14.17485714
2lEWBQrGR_vm8phdFZXOUSOhbHgplfgxN8NXLIJvAFU,23.00332451,47.12535477,28.05012131,36.35768509,96.16275787,24.54242516,163.0580292,95.03447723,74.91320038,32.28316879,60.01708221,50.68498993,79.44277954,15.42656612
2mIkWotvZ3bR9jV31io_n-rAk_UmeW6FovoxMMtayA0,26.67891312,51.5598793,26.84073639,36.27079773,93.4413147,25.6510334,174.556839,90.45223236,80.23628998,35.66407013,63.78147125,48.16732788,72.35572052,17.50178337
2t8xZI505mJw9HCHclITVY-r_VodvW6VubTwdxOihTc,25.78418159,48.47235489,25.49941254,39.51425934,95.11683655,24.35044479,171.4392395,92.61956787,76.82738495,35.62722778,64.97047424,47.85184479,78.45888519,15.89448261
2uqwQYJeW1_5NdLEZB6NKIRVqsMP1Le3OylPAkbrGdo,21.65051651,49.40485382,26.44549179,30.0282135,91.76364899,24.30234718,167.3767242,90.64873505,77.56894684,35.36584091,61.559021,46.15382004,75.96746063,15.47286987
